Year,UNIT_MEASURE,SEX,AGE,Municipality,Value
2013,NUMBER,F,15-19,usora,283
2013,NUMBER,_T,15-19,vares,575
2013,NUMBER,M,15-19,vares,303
2013,NUMBER,F,15-19,vares,272
2013,NUMBER,_T,15-19,velika_kladusa,3202
2013,NUMBER,M,15-19,velika_kladusa,1627
2013,NUMBER,F,15-19,velika_kladusa,1575
2013,NUMBER,_T,15-19,visoko,2828
2013,NUMBER,M,15-19,visoko,1473
2013,NUMBER,F,15-19,visoko,1355
2013,NUMBER,_T,15-19,visegrad,586
2013,NUMBER,M,15-19,visegrad,290
2013,NUMBER,F,15-19,visegrad,296
2013,NUMBER,_T,15-19,vitez,2114
2013,NUMBER,M,15-19,vitez,1052
2013,NUMBER,F,15-19,vitez,1062
2013,NUMBER,_T,15-19,vlasenica,806
2013,NUMBER,M,15-19,vlasenica,402
2013,NUMBER,F,15-19,vlasenica,404
2013,NUMBER,_T,15-19,sarajevo_vogosca,1856
2013,NUMBER,M,15-19,sarajevo_vogosca,933
2013,NUMBER,F,15-19,sarajevo_vogosca,923
2013,NUMBER,_T,15-19,vukosavlje,298
2013,NUMBER,M,15-19,vukosavlje,167
2013,NUMBER,F,15-19,vukosavlje,131
2013,NUMBER,_T,15-19,zavidovici,2919
2013,NUMBER,M,15-19,zavidovici,1545
2013,NUMBER,F,15-19,zavidovici,1374
2013,NUMBER,_T,15-19,zenica,7985
2013,NUMBER,M,15-19,zenica,4133
2013,NUMBER,F,15-19,zenica,3852
2013,NUMBER,_T,15-19,zvornik,3646
2013,NUMBER,M,15-19,zvornik,1933
2013,NUMBER,F,15-19,zvornik,1713
2013,NUMBER,_T,15-19,zepce,2586
2013,NUMBER,M,15-19,zepce,1332
2013,NUMBER,F,15-19,zepce,1254
2013,NUMBER,_T,15-19,zivinice,4417
2013,NUMBER,M,15-19,zivinice,2238
2013,NUMBER,F,15-19,zivinice,2179
2013,NUMBER,_T,20-24,banja_luka,10533
2013,NUMBER,M,20-24,banja_luka,5213
2013,NUMBER,F,20-24,banja_luka,5320
2013,NUMBER,_T,20-24,banovici,1721
2013,NUMBER,M,20-24,banovici,892
2013,NUMBER,F,20-24,banovici,829
2013,NUMBER,_T,20-24,berkovici,95
2013,NUMBER,M,20-24,berkovici,44
2013,NUMBER,F,20-24,berkovici,51
2013,NUMBER,_T,20-24,bihac,3937
2013,NUMBER,M,20-24,bihac,1992
2013,NUMBER,F,20-24,bihac,1945
2013,NUMBER,_T,20-24,bijeljina,6177
2013,NUMBER,M,20-24,bijeljina,3160
2013,NUMBER,F,20-24,bijeljina,3017
2013,NUMBER,_T,20-24,bileca,663
2013,NUMBER,M,20-24,bileca,336
2013,NUMBER,F,20-24,bileca,327
2013,NUMBER,_T,20-24,bosanska_krupa,1750
2013,NUMBER,M,20-24,bosanska_krupa,903
2013,NUMBER,F,20-24,bosanska_krupa,847
2013,NUMBER,_T,20-24,bosanski_petrovac,336
2013,NUMBER,M,20-24,bosanski_petrovac,162
2013,NUMBER,F,20-24,bosanski_petrovac,174
2013,NUMBER,_T,20-24,bosansko_grahovo,81
2013,NUMBER,M,20-24,bosansko_grahovo,38
2013,NUMBER,F,20-24,bosansko_grahovo,43
2013,NUMBER,_T,20-24,bratunac,1354
2013,NUMBER,M,20-24,bratunac,718
2013,NUMBER,F,20-24,bratunac,636
2013,NUMBER,_T,20-24,brcko,4936
2013,NUMBER,M,20-24,brcko,2528
2013,NUMBER,F,20-24,brcko,2408
2013,NUMBER,_T,20-24,breza,964
2013,NUMBER,M,20-24,breza,488
2013,NUMBER,F,20-24,breza,476
2013,NUMBER,_T,20-24,brod,925
2013,NUMBER,M,20-24,brod,470
2013,NUMBER,F,20-24,brod,455
2013,NUMBER,_T,20-24,bugojno,2252
2013,NUMBER,M,20-24,bugojno,1180
2013,NUMBER,F,20-24,bugojno,1072
2013,NUMBER,_T,20-24,busovaca,1251
2013,NUMBER,M,20-24,busovaca,629
2013,NUMBER,F,20-24,busovaca,622
2013,NUMBER,_T,20-24,buzim,1572
2013,NUMBER,M,20-24,buzim,806
2013,NUMBER,F,20-24,buzim,766
2013,NUMBER,_T,20-24,cazin,5049
2013,NUMBER,M,20-24,cazin,2588
2013,NUMBER,F,20-24,cazin,2461
2013,NUMBER,_T,20-24,sarajevo_centar,2985
2013,NUMBER,M,20-24,sarajevo_centar,1485
2013,NUMBER,F,20-24,sarajevo_centar,1500
2013,NUMBER,_T,20-24,cajnice,307
2013,NUMBER,M,20-24,cajnice,173
2013,NUMBER,F,20-24,cajnice,134
2013,NUMBER,_T,20-24,capljina,1753
2013,NUMBER,M,20-24,capljina,905
2013,NUMBER,F,20-24,capljina,848
2013,NUMBER,_T,20-24,celic,702
2013,NUMBER,M,20-24,celic,367
2013,NUMBER,F,20-24,celic,335
2013,NUMBER,_T,20-24,celinac,1001
2013,NUMBER,M,20-24,celinac,528
2013,NUMBER,F,20-24,celinac,473
2013,NUMBER,_T,20-24,citluk,1365
2013,NUMBER,M,20-24,citluk,710
2013,NUMBER,F,20-24,citluk,655
2013,NUMBER,_T,20-24,derventa,1515
2013,NUMBER,M,20-24,derventa,791
2013,NUMBER,F,20-24,derventa,724
2013,NUMBER,_T,20-24,doboj,3923
2013,NUMBER,M,20-24,doboj,2043
2013,NUMBER,F,20-24,doboj,1880
2013,NUMBER,_T,20-24,doboj_istok,725
2013,NUMBER,M,20-24,doboj_istok,371
2013,NUMBER,F,20-24,doboj_istok,354
2013,NUMBER,_T,20-24,doboj_jug,296
2013,NUMBER,M,20-24,doboj_jug,150
2013,NUMBER,F,20-24,doboj_jug,146
2013,NUMBER,_T,20-24,dobretici,97
2013,NUMBER,M,20-24,dobretici,52
2013,NUMBER,F,20-24,dobretici,45
2013,NUMBER,_T,20-24,domaljevac_samac,311
2013,NUMBER,M,20-24,domaljevac_samac,161
2013,NUMBER,F,20-24,domaljevac_samac,150
2013,NUMBER,_T,20-24,donji_vakuf,940
2013,NUMBER,M,20-24,donji_vakuf,479
2013,NUMBER,F,20-24,donji_vakuf,461
2013,NUMBER,_T,20-24,donji_zabar,238
2013,NUMBER,M,20-24,donji_zabar,122
2013,NUMBER,F,20-24,donji_zabar,116
2013,NUMBER,_T,20-24,drvar,298
2013,NUMBER,M,20-24,drvar,166
2013,NUMBER,F,20-24,drvar,132
2013,NUMBER,_T,20-24,foca_fbih,125
2013,NUMBER,M,20-24,foca_fbih,59
2013,NUMBER,F,20-24,foca_fbih,66
2013,NUMBER,_T,20-24,foca_rs,1126
2013,NUMBER,M,20-24,foca_rs,574
2013,NUMBER,F,20-24,foca_rs,552
2013,NUMBER,_T,20-24,fojnica,774
2013,NUMBER,M,20-24,fojnica,410
2013,NUMBER,F,20-24,fojnica,364
2013,NUMBER,_T,20-24,gacko,508
2013,NUMBER,M,20-24,gacko,269
2013,NUMBER,F,20-24,gacko,239
2013,NUMBER,_T,20-24,glamoc,174
2013,NUMBER,M,20-24,glamoc,88
2013,NUMBER,F,20-24,glamoc,86
2013,NUMBER,_T,20-24,gorazde,1259
2013,NUMBER,M,20-24,gorazde,657
2013,NUMBER,F,20-24,gorazde,602
2013,NUMBER,_T,20-24,gornji_vakuf_uskoplje,1551
2013,NUMBER,M,20-24,gornji_vakuf_uskoplje,797
2013,NUMBER,F,20-24,gornji_vakuf_uskoplje,754
2013,NUMBER,_T,20-24,gracanica,3206
2013,NUMBER,M,20-24,gracanica,1567
2013,NUMBER,F,20-24,gracanica,1639
2013,NUMBER,_T,20-24,gradacac,2535
2013,NUMBER,M,20-24,gradacac,1308
2013,NUMBER,F,20-24,gradacac,1227
2013,NUMBER,_T,20-24,gradiska,2897
2013,NUMBER,M,20-24,gradiska,1519
2013,NUMBER,F,20-24,gradiska,1378
2013,NUMBER,_T,20-24,grude,1155
2013,NUMBER,M,20-24,grude,611
2013,NUMBER,F,20-24,grude,544
2013,NUMBER,_T,20-24,sarajevo_hadzici,1653
2013,NUMBER,M,20-24,sarajevo_hadzici,870
2013,NUMBER,F,20-24,sarajevo_hadzici,783
2013,NUMBER,_T,20-24,han_pijesak,154
2013,NUMBER,M,20-24,han_pijesak,92
2013,NUMBER,F,20-24,han_pijesak,62
2013,NUMBER,_T,20-24,sarajevo_ilidza,4537
2013,NUMBER,M,20-24,sarajevo_ilidza,2347
2013,NUMBER,F,20-24,sarajevo_ilidza,2190
2013,NUMBER,_T,20-24,sarajevo_ilijas,1577
2013,NUMBER,M,20-24,sarajevo_ilijas,819
2013,NUMBER,F,20-24,sarajevo_ilijas,758
2013,NUMBER,_T,20-24,istocna_ilidza,837
2013,NUMBER,M,20-24,istocna_ilidza,426
2013,NUMBER,F,20-24,istocna_ilidza,411
2013,NUMBER,_T,20-24,istocni_drvar,3
2013,NUMBER,M,20-24,istocni_drvar,1
2013,NUMBER,F,20-24,istocni_drvar,2
2013,NUMBER,_T,20-24,istocni_mostar,10
2013,NUMBER,M,20-24,istocni_mostar,8
2013,NUMBER,F,20-24,istocni_mostar,2
2013,NUMBER,_T,20-24,istocni_stari_grad,48
2013,NUMBER,M,20-24,istocni_stari_grad,28
2013,NUMBER,F,20-24,istocni_stari_grad,20
2013,NUMBER,_T,20-24,istocno_novo_sarajevo,613
2013,NUMBER,M,20-24,istocno_novo_sarajevo,302
2013,NUMBER,F,20-24,istocno_novo_sarajevo,311
2013,NUMBER,_T,20-24,jablanica,743
2013,NUMBER,M,20-24,jablanica,375
2013,NUMBER,F,20-24,jablanica,368
2013,NUMBER,_T,20-24,jajce,1853
2013,NUMBER,M,20-24,jajce,1007
2013,NUMBER,F,20-24,jajce,846
2013,NUMBER,_T,20-24,jezero,66
2013,NUMBER,M,20-24,jezero,37
2013,NUMBER,F,20-24,jezero,29
2013,NUMBER,_T,20-24,kakanj,2740
2013,NUMBER,M,20-24,kakanj,1362
2013,NUMBER,F,20-24,kakanj,1378
2013,NUMBER,_T,20-24,kalesija,2617
2013,NUMBER,M,20-24,kalesija,1356
2013,NUMBER,F,20-24,kalesija,1261
2013,NUMBER,_T,20-24,kalinovik,104
2013,NUMBER,M,20-24,kalinovik,58
2013,NUMBER,F,20-24,kalinovik,46
2013,NUMBER,_T,20-24,kiseljak,1426
2013,NUMBER,M,20-24,kiseljak,712
2013,NUMBER,F,20-24,kiseljak,714
2013,NUMBER,_T,20-24,kladanj,934
2013,NUMBER,M,20-24,kladanj,488
2013,NUMBER,F,20-24,kladanj,446
2013,NUMBER,_T,20-24,kljuc,1156
2013,NUMBER,M,20-24,kljuc,588
2013,NUMBER,F,20-24,kljuc,568
2013,NUMBER,_T,20-24,knezevo,588
2013,NUMBER,M,20-24,knezevo,308
2013,NUMBER,F,20-24,knezevo,280
2013,NUMBER,_T,20-24,konjic,1503
2013,NUMBER,M,20-24,konjic,797
2013,NUMBER,F,20-24,konjic,706
2013,NUMBER,_T,20-24,kostajnica,336
2013,NUMBER,M,20-24,kostajnica,177
2013,NUMBER,F,20-24,kostajnica,159
2013,NUMBER,_T,20-24,kotor_varos,1413
2013,NUMBER,M,20-24,kotor_varos,745
2013,NUMBER,F,20-24,kotor_varos,668
2013,NUMBER,_T,20-24,kozarska_dubica,1202
2013,NUMBER,M,20-24,kozarska_dubica,630
2013,NUMBER,F,20-24,kozarska_dubica,572
2013,NUMBER,_T,20-24,kresevo,363
2013,NUMBER,M,20-24,kresevo,184
2013,NUMBER,F,20-24,kresevo,179
2013,NUMBER,_T,20-24,krupa_na_uni,81
2013,NUMBER,M,20-24,krupa_na_uni,50
2013,NUMBER,F,20-24,krupa_na_uni,31
2013,NUMBER,_T,20-24,kupres_fbih,338
2013,NUMBER,M,20-24,kupres_fbih,162
2013,NUMBER,F,20-24,kupres_fbih,176
2013,NUMBER,_T,20-24,kupres_rs,8
2013,NUMBER,M,20-24,kupres_rs,5
2013,NUMBER,F,20-24,kupres_rs,3
2013,NUMBER,_T,20-24,laktasi,2059
2013,NUMBER,M,20-24,laktasi,1073
2013,NUMBER,F,20-24,laktasi,986
2013,NUMBER,_T,20-24,livno,2283
2013,NUMBER,M,20-24,livno,1217
2013,NUMBER,F,20-24,livno,1066
2013,NUMBER,_T,20-24,lopare,925
2013,NUMBER,M,20-24,lopare,474
2013,NUMBER,F,20-24,lopare,451
2013,NUMBER,_T,20-24,lukavac,2970
2013,NUMBER,M,20-24,lukavac,1568
2013,NUMBER,F,20-24,lukavac,1402
2013,NUMBER,_T,20-24,ljubinje,215
2013,NUMBER,M,20-24,ljubinje,117
2013,NUMBER,F,20-24,ljubinje,98
2013,NUMBER,_T,20-24,ljubuski,1976
2013,NUMBER,M,20-24,ljubuski,977
2013,NUMBER,F,20-24,ljubuski,999
2013,NUMBER,_T,20-24,maglaj,1563
2013,NUMBER,M,20-24,maglaj,782
2013,NUMBER,F,20-24,maglaj,781
2013,NUMBER,_T,20-24,milici,843
2013,NUMBER,M,20-24,milici,465
2013,NUMBER,F,20-24,milici,378
2013,NUMBER,_T,20-24,modrica,1490
2013,NUMBER,M,20-24,modrica,739
2013,NUMBER,F,20-24,modrica,751
2013,NUMBER,_T,20-24,mostar,6871
2013,NUMBER,M,20-24,mostar,3429
2013,NUMBER,F,20-24,mostar,3442
2013,NUMBER,_T,20-24,mrkonjic_grad,892
2013,NUMBER,M,20-24,mrkonjic_grad,465
2013,NUMBER,F,20-24,mrkonjic_grad,427
2013,NUMBER,_T,20-24,neum,278
2013,NUMBER,M,20-24,neum,140
2013,NUMBER,F,20-24,neum,138
2013,NUMBER,_T,20-24,nevesinje,718
2013,NUMBER,M,20-24,nevesinje,367
2013,NUMBER,F,20-24,nevesinje,351
2013,NUMBER,_T,20-24,novi_grad,1640
2013,NUMBER,M,20-24,novi_grad,862
2013,NUMBER,F,20-24,novi_grad,778
2013,NUMBER,_T,20-24,sarajevo_novi_grad,6821
2013,NUMBER,M,20-24,sarajevo_novi_grad,3353
2013,NUMBER,F,20-24,sarajevo_novi_grad,3468
2013,NUMBER,_T,20-24,novi_travnik,1804
2013,NUMBER,M,20-24,novi_travnik,926
2013,NUMBER,F,20-24,novi_travnik,878
2013,NUMBER,_T,20-24,novo_gorazde,194
2013,NUMBER,M,20-24,novo_gorazde,112
2013,NUMBER,F,20-24,novo_gorazde,82
2013,NUMBER,_T,20-24,sarajevo_novo_sarajevo,3789
2013,NUMBER,M,20-24,sarajevo_novo_sarajevo,1837
2013,NUMBER,F,20-24,sarajevo_novo_sarajevo,1952
2013,NUMBER,_T,20-24,odzak,1191
2013,NUMBER,M,20-24,odzak,626
2013,NUMBER,F,20-24,odzak,565
2013,NUMBER,_T,20-24,olovo,719
2013,NUMBER,M,20-24,olovo,399
2013,NUMBER,F,20-24,olovo,320
2013,NUMBER,_T,20-24,orasje,1339
2013,NUMBER,M,20-24,orasje,722
2013,NUMBER,F,20-24,orasje,617
2013,NUMBER,_T,20-24,osmaci,442
2013,NUMBER,M,20-24,osmaci,219
2013,NUMBER,F,20-24,osmaci,223
2013,NUMBER,_T,20-24,ostra_luka,106
2013,NUMBER,M,20-24,ostra_luka,53
2013,NUMBER,F,20-24,ostra_luka,53
2013,NUMBER,_T,20-24,pale_fbih,53
2013,NUMBER,M,20-24,pale_fbih,33
2013,NUMBER,F,20-24,pale_fbih,20
2013,NUMBER,_T,20-24,pale_rs,1404
2013,NUMBER,M,20-24,pale_rs,681
2013,NUMBER,F,20-24,pale_rs,723
2013,NUMBER,_T,20-24,pelagicevo,260
2013,NUMBER,M,20-24,pelagicevo,141
2013,NUMBER,F,20-24,pelagicevo,119
2013,NUMBER,_T,20-24,petrovac,9
2013,NUMBER,M,20-24,petrovac,6
2013,NUMBER,F,20-24,petrovac,3
2013,NUMBER,_T,20-24,petrovo,363
2013,NUMBER,M,20-24,petrovo,187
2013,NUMBER,F,20-24,petrovo,176
2013,NUMBER,_T,20-24,posusje,1512
2013,NUMBER,M,20-24,posusje,781
2013,NUMBER,F,20-24,posusje,731
2013,NUMBER,_T,20-24,prijedor,5504
2013,NUMBER,M,20-24,prijedor,2819
2013,NUMBER,F,20-24,prijedor,2685
2013,NUMBER,_T,20-24,prnjavor,1952
2013,NUMBER,M,20-24,prnjavor,997
2013,NUMBER,F,20-24,prnjavor,955
2013,NUMBER,_T,20-24,prozor,979
2013,NUMBER,M,20-24,prozor,526
2013,NUMBER,F,20-24,prozor,453
2013,NUMBER,_T,20-24,ravno,191
2013,NUMBER,M,20-24,ravno,101
2013,NUMBER,F,20-24,ravno,90
2013,NUMBER,_T,20-24,ribnik,295
2013,NUMBER,M,20-24,ribnik,148
2013,NUMBER,F,20-24,ribnik,147
2013,NUMBER,_T,20-24,rogatica,585
2013,NUMBER,M,20-24,rogatica,287
2013,NUMBER,F,20-24,rogatica,298
2013,NUMBER,_T,20-24,rudo,453
2013,NUMBER,M,20-24,rudo,232
2013,NUMBER,F,20-24,rudo,221
2013,NUMBER,_T,20-24,sanski_most,2644
2013,NUMBER,M,20-24,sanski_most,1386
2013,NUMBER,F,20-24,sanski_most,1258
2013,NUMBER,_T,20-24,sapna,927
2013,NUMBER,M,20-24,sapna,510
2013,NUMBER,F,20-24,sapna,417
2013,NUMBER,_T,20-24,sokolac,726
2013,NUMBER,M,20-24,sokolac,363
2013,NUMBER,F,20-24,sokolac,363
2013,NUMBER,_T,20-24,srbac,1009
2013,NUMBER,M,20-24,srbac,533
2013,NUMBER,F,20-24,srbac,476
2013,NUMBER,_T,20-24,srebrenica,958
2013,NUMBER,M,20-24,srebrenica,522
2013,NUMBER,F,20-24,srebrenica,436
2013,NUMBER,_T,20-24,srebrenik,2915
2013,NUMBER,M,20-24,srebrenik,1521
2013,NUMBER,F,20-24,srebrenik,1394
2013,NUMBER,_T,20-24,sarajevo_stari_grad,2178
2013,NUMBER,M,20-24,sarajevo_stari_grad,1097
2013,NUMBER,F,20-24,sarajevo_stari_grad,1081
2013,NUMBER,_T,20-24,stolac,943
2013,NUMBER,M,20-24,stolac,473
2013,NUMBER,F,20-24,stolac,470
2013,NUMBER,_T,20-24,samac,952
2013,NUMBER,M,20-24,samac,506
2013,NUMBER,F,20-24,samac,446
2013,NUMBER,_T,20-24,sekovici,422
2013,NUMBER,M,20-24,sekovici,203
2013,NUMBER,F,20-24,sekovici,219
2013,NUMBER,_T,20-24,sipovo,586
2013,NUMBER,M,20-24,sipovo,304
2013,NUMBER,F,20-24,sipovo,282
2013,NUMBER,_T,20-24,siroki_brijeg,2243
2013,NUMBER,M,20-24,siroki_brijeg,1122
2013,NUMBER,F,20-24,siroki_brijeg,1121
2013,NUMBER,_T,20-24,teocak,589
2013,NUMBER,M,20-24,teocak,297
2013,NUMBER,F,20-24,teocak,292
2013,NUMBER,_T,20-24,teslic,2288
2013,NUMBER,M,20-24,teslic,1191
2013,NUMBER,F,20-24,teslic,1097
2013,NUMBER,_T,20-24,tesanj,3223
2013,NUMBER,M,20-24,tesanj,1603
2013,NUMBER,F,20-24,tesanj,1620
2013,NUMBER,_T,20-24,tomislavgrad,2189
2013,NUMBER,M,20-24,tomislavgrad,1103
2013,NUMBER,F,20-24,tomislavgrad,1086
2013,NUMBER,_T,20-24,travnik,3580
2013,NUMBER,M,20-24,travnik,1853
2013,NUMBER,F,20-24,travnik,1727
2013,NUMBER,_T,20-24,trebinje,1623
2013,NUMBER,M,20-24,trebinje,864
2013,NUMBER,F,20-24,trebinje,759
2013,NUMBER,_T,20-24,trnovo_fbih,68
2013,NUMBER,M,20-24,trnovo_fbih,30
2013,NUMBER,F,20-24,trnovo_fbih,38
2013,NUMBER,_T,20-24,trnovo_rs,108
2013,NUMBER,M,20-24,trnovo_rs,63
2013,NUMBER,F,20-24,trnovo_rs,45
2013,NUMBER,_T,20-24,tuzla,7029
2013,NUMBER,M,20-24,tuzla,3516
2013,NUMBER,F,20-24,tuzla,3513
2013,NUMBER,_T,20-24,ugljevik,1041
2013,NUMBER,M,20-24,ugljevik,544
2013,NUMBER,F,20-24,ugljevik,497
2013,NUMBER,_T,20-24,usora,469
2013,NUMBER,M,20-24,usora,243
2013,NUMBER,F,20-24,usora,226
2013,NUMBER,_T,20-24,vares,514
2013,NUMBER,M,20-24,vares,273
2013,NUMBER,F,20-24,vares,241
2013,NUMBER,_T,20-24,velika_kladusa,3097
2013,NUMBER,M,20-24,velika_kladusa,1605
2013,NUMBER,F,20-24,velika_kladusa,1492
2013,NUMBER,_T,20-24,visoko,2752
2013,NUMBER,M,20-24,visoko,1392
2013,NUMBER,F,20-24,visoko,1360
2013,NUMBER,_T,20-24,visegrad,555
2013,NUMBER,M,20-24,visegrad,310
2013,NUMBER,F,20-24,visegrad,245
2013,NUMBER,_T,20-24,vitez,1873
2013,NUMBER,M,20-24,vitez,939
2013,NUMBER,F,20-24,vitez,934
2013,NUMBER,_T,20-24,vlasenica,736
2013,NUMBER,M,20-24,vlasenica,363
2013,NUMBER,F,20-24,vlasenica,373
2013,NUMBER,_T,20-24,sarajevo_vogosca,1876
2013,NUMBER,M,20-24,sarajevo_vogosca,1007
2013,NUMBER,F,20-24,sarajevo_vogosca,869
2013,NUMBER,_T,20-24,vukosavlje,294
2013,NUMBER,M,20-24,vukosavlje,159
2013,NUMBER,F,20-24,vukosavlje,135
2013,NUMBER,_T,20-24,zavidovici,2503
2013,NUMBER,M,20-24,zavidovici,1294
2013,NUMBER,F,20-24,zavidovici,1209
2013,NUMBER,_T,20-24,zenica,7463
2013,NUMBER,M,20-24,zenica,3820
2013,NUMBER,F,20-24,zenica,3643
2013,NUMBER,_T,20-24,zvornik,3846
2013,NUMBER,M,20-24,zvornik,2056
2013,NUMBER,F,20-24,zvornik,1790
2013,NUMBER,_T,20-24,zepce,2134
2013,NUMBER,M,20-24,zepce,1066
2013,NUMBER,F,20-24,zepce,1068
2013,NUMBER,_T,20-24,zivinice,4750
2013,NUMBER,M,20-24,zivinice,2448
2013,NUMBER,F,20-24,zivinice,2302
2013,NUMBER,_T,25-29,banja_luka,13183
2013,NUMBER,M,25-29,banja_luka,6474
2013,NUMBER,F,25-29,banja_luka,6709
2013,NUMBER,_T,25-29,banovici,1806
2013,NUMBER,M,25-29,banovici,991
2013,NUMBER,F,25-29,banovici,815
2013,NUMBER,_T,25-29,berkovici,102
2013,NUMBER,M,25-29,berkovici,55
2013,NUMBER,F,25-29,berkovici,47
2013,NUMBER,_T,25-29,bihac,4061
2013,NUMBER,M,25-29,bihac,2071
2013,NUMBER,F,25-29,bihac,1990
2013,NUMBER,_T,25-29,bijeljina,7304
2013,NUMBER,M,25-29,bijeljina,3608
2013,NUMBER,F,25-29,bijeljina,3696
2013,NUMBER,_T,25-29,bileca,701
2013,NUMBER,M,25-29,bileca,398
2013,NUMBER,F,25-29,bileca,303
2013,NUMBER,_T,25-29,bosanska_krupa,1879
2013,NUMBER,M,25-29,bosanska_krupa,960
2013,NUMBER,F,25-29,bosanska_krupa,919
2013,NUMBER,_T,25-29,bosanski_petrovac,378
2013,NUMBER,M,25-29,bosanski_petrovac,205
2013,NUMBER,F,25-29,bosanski_petrovac,173
2013,NUMBER,_T,25-29,bosansko_grahovo,113
2013,NUMBER,M,25-29,bosansko_grahovo,72
2013,NUMBER,F,25-29,bosansko_grahovo,41
2013,NUMBER,_T,25-29,bratunac,1656
2013,NUMBER,M,25-29,bratunac,852
2013,NUMBER,F,25-29,bratunac,804
2013,NUMBER,_T,25-29,brcko,5729
2013,NUMBER,M,25-29,brcko,2908
2013,NUMBER,F,25-29,brcko,2821
2013,NUMBER,_T,25-29,breza,1036
2013,NUMBER,M,25-29,breza,531
2013,NUMBER,F,25-29,breza,505
2013,NUMBER,_T,25-29,brod,1124
2013,NUMBER,M,25-29,brod,567
2013,NUMBER,F,25-29,brod,557
2013,NUMBER,_T,25-29,bugojno,2365
2013,NUMBER,M,25-29,bugojno,1238
2013,NUMBER,F,25-29,bugojno,1127
2013,NUMBER,_T,25-29,busovaca,1467
2013,NUMBER,M,25-29,busovaca,790
2013,NUMBER,F,25-29,busovaca,677
2013,NUMBER,_T,25-29,buzim,1611
2013,NUMBER,M,25-29,buzim,878
2013,NUMBER,F,25-29,buzim,733
2013,NUMBER,_T,25-29,cazin,5415
2013,NUMBER,M,25-29,cazin,2802
2013,NUMBER,F,25-29,cazin,2613
2013,NUMBER,_T,25-29,sarajevo_centar,3995
2013,NUMBER,M,25-29,sarajevo_centar,1905
2013,NUMBER,F,25-29,sarajevo_centar,2090
2013,NUMBER,_T,25-29,cajnice,330
2013,NUMBER,M,25-29,cajnice,177
2013,NUMBER,F,25-29,cajnice,153
2013,NUMBER,_T,25-29,capljina,1734
2013,NUMBER,M,25-29,capljina,936
2013,NUMBER,F,25-29,capljina,798
2013,NUMBER,_T,25-29,celic,671
2013,NUMBER,M,25-29,celic,349
2013,NUMBER,F,25-29,celic,322
2013,NUMBER,_T,25-29,celinac,1078
2013,NUMBER,M,25-29,celinac,546
2013,NUMBER,F,25-29,celinac,532
2013,NUMBER,_T,25-29,citluk,1261
2013,NUMBER,M,25-29,citluk,647
2013,NUMBER,F,25-29,citluk,614
2013,NUMBER,_T,25-29,derventa,1807
2013,NUMBER,M,25-29,derventa,925
2013,NUMBER,F,25-29,derventa,882
2013,NUMBER,_T,25-29,doboj,4554
2013,NUMBER,M,25-29,doboj,2367
2013,NUMBER,F,25-29,doboj,2187
2013,NUMBER,_T,25-29,doboj_istok,721
2013,NUMBER,M,25-29,doboj_istok,387
2013,NUMBER,F,25-29,doboj_istok,334
2013,NUMBER,_T,25-29,doboj_jug,285
2013,NUMBER,M,25-29,doboj_jug,149
2013,NUMBER,F,25-29,doboj_jug,136
2013,NUMBER,_T,25-29,dobretici,144
2013,NUMBER,M,25-29,dobretici,77
2013,NUMBER,F,25-29,dobretici,67
2013,NUMBER,_T,25-29,domaljevac_samac,298
2013,NUMBER,M,25-29,domaljevac_samac,142
2013,NUMBER,F,25-29,domaljevac_samac,156
2013,NUMBER,_T,25-29,donji_vakuf,999
2013,NUMBER,M,25-29,donji_vakuf,561
2013,NUMBER,F,25-29,donji_vakuf,438
2013,NUMBER,_T,25-29,donji_zabar,214
2013,NUMBER,M,25-29,donji_zabar,115
2013,NUMBER,F,25-29,donji_zabar,99
2013,NUMBER,_T,25-29,drvar,348
2013,NUMBER,M,25-29,drvar,184
2013,NUMBER,F,25-29,drvar,164
2013,NUMBER,_T,25-29,foca_fbih,110
2013,NUMBER,M,25-29,foca_fbih,62
2013,NUMBER,F,25-29,foca_fbih,48
2013,NUMBER,_T,25-29,foca_rs,1268
2013,NUMBER,M,25-29,foca_rs,685
2013,NUMBER,F,25-29,foca_rs,583
2013,NUMBER,_T,25-29,fojnica,824
2013,NUMBER,M,25-29,fojnica,439
2013,NUMBER,F,25-29,fojnica,385
2013,NUMBER,_T,25-29,gacko,592
2013,NUMBER,M,25-29,gacko,314
2013,NUMBER,F,25-29,gacko,278
2013,NUMBER,_T,25-29,glamoc,193
2013,NUMBER,M,25-29,glamoc,93
2013,NUMBER,F,25-29,glamoc,100
2013,NUMBER,_T,25-29,gorazde,1450
2013,NUMBER,M,25-29,gorazde,752
2013,NUMBER,F,25-29,gorazde,698
2013,NUMBER,_T,25-29,gornji_vakuf_uskoplje,1501
2013,NUMBER,M,25-29,gornji_vakuf_uskoplje,763
2013,NUMBER,F,25-29,gornji_vakuf_uskoplje,738
2013,NUMBER,_T,25-29,gracanica,3286
2013,NUMBER,M,25-29,gracanica,1686
2013,NUMBER,F,25-29,gracanica,1600
2013,NUMBER,_T,25-29,gradacac,2653
2013,NUMBER,M,25-29,gradacac,1315
2013,NUMBER,F,25-29,gradacac,1338
2013,NUMBER,_T,25-29,gradiska,3201
2013,NUMBER,M,25-29,gradiska,1669
2013,NUMBER,F,25-29,gradiska,1532
2013,NUMBER,_T,25-29,grude,1064
2013,NUMBER,M,25-29,grude,550
