Year,UNIT_MEASURE,Пол,Старосна доб,Oпштина,Value
2013,Број,Оба пола,60-64,Кладањ,730
2013,Број,M,60-64,Кладањ,355
2013,Број,Ж,60-64,Кладањ,375
2013,Број,Оба пола,60-64,Кључ,968
2013,Број,M,60-64,Кључ,459
2013,Број,Ж,60-64,Кључ,509
2013,Број,Оба пола,60-64,Кнежево,736
2013,Број,M,60-64,Кнежево,340
2013,Број,Ж,60-64,Кнежево,396
2013,Број,Оба пола,60-64,Коњиц,1586
2013,Број,M,60-64,Коњиц,749
2013,Број,Ж,60-64,Коњиц,837
2013,Број,Оба пола,60-64,Костајница,430
2013,Број,M,60-64,Костајница,215
2013,Број,Ж,60-64,Костајница,215
2013,Број,Оба пола,60-64,Котор Варош,1205
2013,Број,M,60-64,Котор Варош,585
2013,Број,Ж,60-64,Котор Варош,620
2013,Број,Оба пола,60-64,Козарска Дубица,1584
2013,Број,M,60-64,Козарска Дубица,773
2013,Број,Ж,60-64,Козарска Дубица,811
2013,Број,Оба пола,60-64,Крешево,308
2013,Број,M,60-64,Крешево,154
2013,Број,Ж,60-64,Крешево,154
2013,Број,Оба пола,60-64,Крупа на Уни,111
2013,Број,M,60-64,Крупа на Уни,56
2013,Број,Ж,60-64,Крупа на Уни,55
2013,Број,Оба пола,60-64,Купрес-ФБиХ,278
2013,Број,M,60-64,Купрес-ФБиХ,143
2013,Број,Ж,60-64,Купрес-ФБиХ,135
2013,Број,Оба пола,60-64,Купрес-РС,13
2013,Број,M,60-64,Купрес-РС,5
2013,Број,Ж,60-64,Купрес-РС,8
2013,Број,Оба пола,60-64,Лакташи,2438
2013,Број,M,60-64,Лакташи,1192
2013,Број,Ж,60-64,Лакташи,1246
2013,Број,Оба пола,60-64,Ливно,2055
2013,Број,M,60-64,Ливно,1050
2013,Број,Ж,60-64,Ливно,1005
2013,Број,Оба пола,60-64,Лопаре,1119
2013,Број,M,60-64,Лопаре,581
2013,Број,Ж,60-64,Лопаре,538
2013,Број,Оба пола,60-64,Лукавац,2943
2013,Број,M,60-64,Лукавац,1401
2013,Број,Ж,60-64,Лукавац,1542
2013,Број,Оба пола,60-64,Љубиње,255
2013,Број,M,60-64,Љубиње,129
2013,Број,Ж,60-64,Љубиње,126
2013,Број,Оба пола,60-64,Љубушки,1352
2013,Број,M,60-64,Љубушки,683
2013,Број,Ж,60-64,Љубушки,669
2013,Број,Оба пола,60-64,Маглај,1387
2013,Број,M,60-64,Маглај,650
2013,Број,Ж,60-64,Маглај,737
2013,Број,Оба пола,60-64,Милићи,807
2013,Број,M,60-64,Милићи,386
2013,Број,Ж,60-64,Милићи,421
2013,Број,Оба пола,60-64,Модрича,1889
2013,Број,M,60-64,Модрича,902
2013,Број,Ж,60-64,Модрича,987
2013,Број,Оба пола,60-64,Мостар,6387
2013,Број,M,60-64,Мостар,2924
2013,Број,Ж,60-64,Мостар,3463
2013,Број,Оба пола,60-64,Мркоњић Град,1394
2013,Број,M,60-64,Мркоњић Град,680
2013,Број,Ж,60-64,Мркоњић Град,714
2013,Број,Оба пола,60-64,Неум,260
2013,Број,M,60-64,Неум,145
2013,Број,Ж,60-64,Неум,115
2013,Број,Оба пола,60-64,Невесиње,926
2013,Број,M,60-64,Невесиње,437
2013,Број,Ж,60-64,Невесиње,489
2013,Број,Оба пола,60-64,Нови Град,1936
2013,Број,M,60-64,Нови Град,965
2013,Број,Ж,60-64,Нови Град,971
2013,Број,Оба пола,60-64,Сарајево-Нови Град,7928
2013,Број,M,60-64,Сарајево-Нови Град,3372
2013,Број,Ж,60-64,Сарајево-Нови Град,4556
2013,Број,Оба пола,60-64,Нови Травник,1100
2013,Број,M,60-64,Нови Травник,515
2013,Број,Ж,60-64,Нови Травник,585
2013,Број,Оба пола,60-64,Ново Горажде,296
2013,Број,M,60-64,Ново Горажде,157
2013,Број,Ж,60-64,Ново Горажде,139
2013,Број,Оба пола,60-64,Сарајево-Ново Сарајево,4292
2013,Број,M,60-64,Сарајево-Ново Сарајево,1829
2013,Број,Ж,60-64,Сарајево-Ново Сарајево,2463
2013,Број,Оба пола,60-64,Оџак,1069
2013,Број,M,60-64,Оџак,498
2013,Број,Ж,60-64,Оџак,571
2013,Број,Оба пола,60-64,Олово,765
2013,Број,M,60-64,Олово,363
2013,Број,Ж,60-64,Олово,402
2013,Број,Оба пола,60-64,Орашје,1173
2013,Број,M,60-64,Орашје,555
2013,Број,Ж,60-64,Орашје,618
2013,Број,Оба пола,60-64,Осмаци,388
2013,Број,M,60-64,Осмаци,180
2013,Број,Ж,60-64,Осмаци,208
2013,Број,Оба пола,60-64,Оштра Лука,206
2013,Број,M,60-64,Оштра Лука,115
2013,Број,Ж,60-64,Оштра Лука,91
2013,Број,Оба пола,60-64,Пале-ФБиХ,70
2013,Број,M,60-64,Пале-ФБиХ,30
2013,Број,Ж,60-64,Пале-ФБиХ,40
2013,Број,Оба пола,60-64,Пале-РС,1508
2013,Број,M,60-64,Пале-РС,718
2013,Број,Ж,60-64,Пале-РС,790
2013,Број,Оба пола,60-64,Пелагићево,410
2013,Број,M,60-64,Пелагићево,208
2013,Број,Ж,60-64,Пелагићево,202
2013,Број,Оба пола,60-64,Петровац,28
2013,Број,M,60-64,Петровац,12
2013,Број,Ж,60-64,Петровац,16
2013,Број,Оба пола,60-64,Петрово,514
2013,Број,M,60-64,Петрово,250
2013,Број,Ж,60-64,Петрово,264
2013,Број,Оба пола,60-64,Посушје,898
2013,Број,M,60-64,Посушје,437
2013,Број,Ж,60-64,Посушје,461
2013,Број,Оба пола,60-64,Приједор,6207
2013,Број,M,60-64,Приједор,2904
2013,Број,Ж,60-64,Приједор,3303
2013,Број,Оба пола,60-64,Прњавор,2619
2013,Број,M,60-64,Прњавор,1257
2013,Број,Ж,60-64,Прњавор,1362
2013,Број,Оба пола,60-64,Прозор,746
2013,Број,M,60-64,Прозор,343
2013,Број,Ж,60-64,Прозор,403
2013,Број,Оба пола,60-64,Равно,196
2013,Број,M,60-64,Равно,100
2013,Број,Ж,60-64,Равно,96
2013,Број,Оба пола,60-64,Рибник,533
2013,Број,M,60-64,Рибник,244
2013,Број,Ж,60-64,Рибник,289
2013,Број,Оба пола,60-64,Рогатица,861
2013,Број,M,60-64,Рогатица,411
2013,Број,Ж,60-64,Рогатица,450
2013,Број,Оба пола,60-64,Рудо,649
2013,Број,M,60-64,Рудо,326
2013,Број,Ж,60-64,Рудо,323
2013,Број,Оба пола,60-64,Сански Мост,2338
2013,Број,M,60-64,Сански Мост,1141
2013,Број,Ж,60-64,Сански Мост,1197
2013,Број,Оба пола,60-64,Сапна,512
2013,Број,M,60-64,Сапна,223
2013,Број,Ж,60-64,Сапна,289
2013,Број,Оба пола,60-64,Соколац,974
2013,Број,M,60-64,Соколац,455
2013,Број,Ж,60-64,Соколац,519
2013,Број,Оба пола,60-64,Србац,1337
2013,Број,M,60-64,Србац,660
2013,Број,Ж,60-64,Србац,677
2013,Број,Оба пола,60-64,Сребреница,936
2013,Број,M,60-64,Сребреница,411
2013,Број,Ж,60-64,Сребреница,525
2013,Број,Оба пола,60-64,Сребреник,2242
2013,Број,M,60-64,Сребреник,1066
2013,Број,Ж,60-64,Сребреник,1176
2013,Број,Оба пола,60-64,Сарајево-Стари Град,2846
2013,Број,M,60-64,Сарајево-Стари Град,1343
2013,Број,Ж,60-64,Сарајево-Стари Град,1503
2013,Број,Оба пола,60-64,Столац,781
2013,Број,M,60-64,Столац,389
2013,Број,Ж,60-64,Столац,392
2013,Број,Оба пола,60-64,Шамац,1337
2013,Број,M,60-64,Шамац,602
2013,Број,Ж,60-64,Шамац,735
2013,Број,Оба пола,60-64,Шековићи,578
2013,Број,M,60-64,Шековићи,265
2013,Број,Ж,60-64,Шековићи,313
2013,Број,Оба пола,60-64,Шипово,792
2013,Број,M,60-64,Шипово,387
2013,Број,Ж,60-64,Шипово,405
2013,Број,Оба пола,60-64,Широки Бријег,1204
2013,Број,M,60-64,Широки Бријег,596
2013,Број,Ж,60-64,Широки Бријег,608
2013,Број,Оба пола,60-64,Теочак,413
2013,Број,M,60-64,Теочак,215
2013,Број,Ж,60-64,Теочак,198
2013,Број,Оба пола,60-64,Теслић,2813
2013,Број,M,60-64,Теслић,1307
2013,Број,Ж,60-64,Теслић,1506
2013,Број,Оба пола,60-64,Тешањ,2276
2013,Број,M,60-64,Тешањ,1060
2013,Број,Ж,60-64,Тешањ,1216
2013,Број,Оба пола,60-64,Томиславград,1665
2013,Број,M,60-64,Томиславград,869
2013,Број,Ж,60-64,Томиславград,796
2013,Број,Оба пола,60-64,Травник,3073
2013,Број,M,60-64,Травник,1450
2013,Број,Ж,60-64,Травник,1623
2013,Број,Оба пола,60-64,Требиње,2129
2013,Број,M,60-64,Требиње,1016
2013,Број,Ж,60-64,Требиње,1113
2013,Број,Оба пола,60-64,Трново-ФБиХ,194
2013,Број,M,60-64,Трново-ФБиХ,86
2013,Број,Ж,60-64,Трново-ФБиХ,108
2013,Број,Оба пола,60-64,Трново-РС,171
2013,Број,M,60-64,Трново-РС,80
2013,Број,Ж,60-64,Трново-РС,91
2013,Број,Оба пола,60-64,Тузла,7796
2013,Број,M,60-64,Тузла,3531
2013,Број,Ж,60-64,Тузла,4265
2013,Број,Оба пола,60-64,Угљевик,1006
2013,Број,M,60-64,Угљевик,530
2013,Број,Ж,60-64,Угљевик,476
2013,Број,Оба пола,60-64,Усора,338
2013,Број,M,60-64,Усора,157
2013,Број,Ж,60-64,Усора,181
2013,Број,Оба пола,60-64,Вареш,643
2013,Број,M,60-64,Вареш,290
2013,Број,Ж,60-64,Вареш,353
2013,Број,Оба пола,60-64,Велика Кладуша,1850
2013,Број,M,60-64,Велика Кладуша,840
2013,Број,Ж,60-64,Велика Кладуша,1010
2013,Број,Оба пола,60-64,Високо,2485
2013,Број,M,60-64,Високо,1147
2013,Број,Ж,60-64,Високо,1338
2013,Број,Оба пола,60-64,Вишеград,956
2013,Број,M,60-64,Вишеград,439
2013,Број,Ж,60-64,Вишеград,517
2013,Број,Оба пола,60-64,Витез,1318
2013,Број,M,60-64,Витез,603
2013,Број,Ж,60-64,Витез,715
2013,Број,Оба пола,60-64,Власеница,841
2013,Број,M,60-64,Власеница,391
2013,Број,Ж,60-64,Власеница,450
2013,Број,Оба пола,60-64,Сарајево-Вогошћа,1540
2013,Број,M,60-64,Сарајево-Вогошћа,680
2013,Број,Ж,60-64,Сарајево-Вогошћа,860
2013,Број,Оба пола,60-64,Вукосавље,262
2013,Број,M,60-64,Вукосавље,121
2013,Број,Ж,60-64,Вукосавље,141
2013,Број,Оба пола,60-64,Завидовићи,2081
2013,Број,M,60-64,Завидовићи,990
2013,Број,Ж,60-64,Завидовићи,1091
2013,Број,Оба пола,60-64,Зеница,6585
2013,Број,M,60-64,Зеница,3179
2013,Број,Ж,60-64,Зеница,3406
2013,Број,Оба пола,60-64,Зворник,3928
2013,Број,M,60-64,Зворник,1901
2013,Број,Ж,60-64,Зворник,2027
2013,Број,Оба пола,60-64,Жепче,1469
2013,Број,M,60-64,Жепче,705
2013,Број,Ж,60-64,Жепче,764
2013,Број,Оба пола,60-64,Живинице,3096
2013,Број,M,60-64,Живинице,1460
2013,Број,Ж,60-64,Живинице,1636
2013,Број,Оба пола,65-69,Бања Лука,9075
2013,Број,M,65-69,Бања Лука,4227
2013,Број,Ж,65-69,Бања Лука,4848
2013,Број,Оба пола,65-69,Бановићи,782
2013,Број,M,65-69,Бановићи,364
2013,Број,Ж,65-69,Бановићи,418
2013,Број,Оба пола,65-69,Берковићи,124
2013,Број,M,65-69,Берковићи,53
2013,Број,Ж,65-69,Берковићи,71
2013,Број,Оба пола,65-69,Бихаћ,2228
2013,Број,M,65-69,Бихаћ,996
2013,Број,Ж,65-69,Бихаћ,1232
2013,Број,Оба пола,65-69,Бијељина,5323
2013,Број,M,65-69,Бијељина,2475
2013,Број,Ж,65-69,Бијељина,2848
2013,Број,Оба пола,65-69,Билећа,550
2013,Број,M,65-69,Билећа,236
2013,Број,Ж,65-69,Билећа,314
2013,Број,Оба пола,65-69,Босанска Крупа,991
2013,Број,M,65-69,Босанска Крупа,439
2013,Број,Ж,65-69,Босанска Крупа,552
2013,Број,Оба пола,65-69,Босански Петровац,414
2013,Број,M,65-69,Босански Петровац,182
2013,Број,Ж,65-69,Босански Петровац,232
2013,Број,Оба пола,65-69,Босанско Грахово,186
2013,Број,M,65-69,Босанско Грахово,82
2013,Број,Ж,65-69,Босанско Грахово,104
2013,Број,Оба пола,65-69,Братунац,807
2013,Број,M,65-69,Братунац,345
2013,Број,Ж,65-69,Братунац,462
2013,Број,Оба пола,65-69,Брчко,3908
2013,Број,M,65-69,Брчко,1746
2013,Број,Ж,65-69,Брчко,2162
2013,Број,Оба пола,65-69,Бреза,619
2013,Број,M,65-69,Бреза,271
2013,Број,Ж,65-69,Бреза,348
2013,Број,Оба пола,65-69,Брод,872
2013,Број,M,65-69,Брод,388
2013,Број,Ж,65-69,Брод,484
2013,Број,Оба пола,65-69,Бугојно,1165
2013,Број,M,65-69,Бугојно,517
2013,Број,Ж,65-69,Бугојно,648
2013,Број,Оба пола,65-69,Бусовача,543
2013,Број,M,65-69,Бусовача,257
2013,Број,Ж,65-69,Бусовача,286
2013,Број,Оба пола,65-69,Бужим,498
2013,Број,M,65-69,Бужим,224
2013,Број,Ж,65-69,Бужим,274
2013,Број,Оба пола,65-69,Цазин,2024
2013,Број,M,65-69,Цазин,909
2013,Број,Ж,65-69,Цазин,1115
2013,Број,Оба пола,65-69,Сарајево-Центар,2905
2013,Број,M,65-69,Сарајево-Центар,1210
2013,Број,Ж,65-69,Сарајево-Центар,1695
2013,Број,Оба пола,65-69,Чајниче,270
2013,Број,M,65-69,Чајниче,116
2013,Број,Ж,65-69,Чајниче,154
2013,Број,Оба пола,65-69,Чапљина,1004
2013,Број,M,65-69,Чапљина,430
2013,Број,Ж,65-69,Чапљина,574
2013,Број,Оба пола,65-69,Челић,432
2013,Број,M,65-69,Челић,207
2013,Број,Ж,65-69,Челић,225
2013,Број,Оба пола,65-69,Челинац,732
2013,Број,M,65-69,Челинац,332
2013,Број,Ж,65-69,Челинац,400
2013,Број,Оба пола,65-69,Читлук,579
2013,Број,M,65-69,Читлук,296
2013,Број,Ж,65-69,Читлук,283
2013,Број,Оба пола,65-69,Дервента,1568
2013,Број,M,65-69,Дервента,709
2013,Број,Ж,65-69,Дервента,859
2013,Број,Оба пола,65-69,Добој,3765
2013,Број,M,65-69,Добој,1709
2013,Број,Ж,65-69,Добој,2056
2013,Број,Оба пола,65-69,Добој-Исток,461
2013,Број,M,65-69,Добој-Исток,208
2013,Број,Ж,65-69,Добој-Исток,253
2013,Број,Оба пола,65-69,Добој-Југ,127
2013,Број,M,65-69,Добој-Југ,54
2013,Број,Ж,65-69,Добој-Југ,73
2013,Број,Оба пола,65-69,Добретићи,72
2013,Број,M,65-69,Добретићи,32
2013,Број,Ж,65-69,Добретићи,40
2013,Број,Оба пола,65-69,Домаљевац-Шамац,272
2013,Број,M,65-69,Домаљевац-Шамац,115
2013,Број,Ж,65-69,Домаљевац-Шамац,157
2013,Број,Оба пола,65-69,Доњи Вакуф,475
2013,Број,M,65-69,Доњи Вакуф,209
2013,Број,Ж,65-69,Доњи Вакуф,266
2013,Број,Оба пола,65-69,Доњи Жабар,216
2013,Број,M,65-69,Доњи Жабар,92
2013,Број,Ж,65-69,Доњи Жабар,124
2013,Број,Оба пола,65-69,Дрвар,515
2013,Број,M,65-69,Дрвар,220
2013,Број,Ж,65-69,Дрвар,295
2013,Број,Оба пола,65-69,Фоча-ФБиХ,122
2013,Број,M,65-69,Фоча-ФБиХ,54
2013,Број,Ж,65-69,Фоча-ФБиХ,68
2013,Број,Оба пола,65-69,Фоча-РС,913
2013,Број,M,65-69,Фоча-РС,412
2013,Број,Ж,65-69,Фоча-РС,501
2013,Број,Оба пола,65-69,Фојница,534
2013,Број,M,65-69,Фојница,248
2013,Број,Ж,65-69,Фојница,286
2013,Број,Оба пола,65-69,Гацко,367
2013,Број,M,65-69,Гацко,168
2013,Број,Ж,65-69,Гацко,199
2013,Број,Оба пола,65-69,Гламоч,270
2013,Број,M,65-69,Гламоч,111
2013,Број,Ж,65-69,Гламоч,159
2013,Број,Оба пола,65-69,Горажде,901
2013,Број,M,65-69,Горажде,373
2013,Број,Ж,65-69,Горажде,528
2013,Број,Оба пола,65-69,Горњи Вакуф-Ускопље,693
2013,Број,M,65-69,Горњи Вакуф-Ускопље,307
2013,Број,Ж,65-69,Горњи Вакуф-Ускопље,386
2013,Број,Оба пола,65-69,Грачаница,1965
2013,Број,M,65-69,Грачаница,900
2013,Број,Ж,65-69,Грачаница,1065
2013,Број,Оба пола,65-69,Градачац,1859
2013,Број,M,65-69,Градачац,888
2013,Број,Ж,65-69,Градачац,971
2013,Број,Оба пола,65-69,Градишка,2843
2013,Број,M,65-69,Градишка,1327
2013,Број,Ж,65-69,Градишка,1516
2013,Број,Оба пола,65-69,Груде,726
2013,Број,M,65-69,Груде,362
2013,Број,Ж,65-69,Груде,364
2013,Број,Оба пола,65-69,Сарајево-Хаџићи,887
2013,Број,M,65-69,Сарајево-Хаџићи,375
2013,Број,Ж,65-69,Сарајево-Хаџићи,512
2013,Број,Оба пола,65-69,Хан Пијесак,196
2013,Број,M,65-69,Хан Пијесак,70
2013,Број,Ж,65-69,Хан Пијесак,126
2013,Број,Оба пола,65-69,Сарајево-Илиџа,2498
2013,Број,M,65-69,Сарајево-Илиџа,1124
2013,Број,Ж,65-69,Сарајево-Илиџа,1374
2013,Број,Оба пола,65-69,Сарајево-Илијаш,645
2013,Број,M,65-69,Сарајево-Илијаш,271
2013,Број,Ж,65-69,Сарајево-Илијаш,374
2013,Број,Оба пола,65-69,Источна Илиџа,721
2013,Број,M,65-69,Источна Илиџа,301
2013,Број,Ж,65-69,Источна Илиџа,420
2013,Број,Оба пола,65-69,Источни Дрвар,1
2013,Број,M,65-69,Источни Дрвар,0
2013,Број,Ж,65-69,Источни Дрвар,1
2013,Број,Оба пола,65-69,Источни Мостар,9
2013,Број,M,65-69,Источни Мостар,4
2013,Број,Ж,65-69,Источни Мостар,5
2013,Број,Оба пола,65-69,Источни Стари Град,83
2013,Број,M,65-69,Источни Стари Град,38
2013,Број,Ж,65-69,Источни Стари Град,45
2013,Број,Оба пола,65-69,Источно Ново Сарајево,493
2013,Број,M,65-69,Источно Ново Сарајево,205
2013,Број,Ж,65-69,Источно Ново Сарајево,288
2013,Број,Оба пола,65-69,Јабланица,375
2013,Број,M,65-69,Јабланица,172
2013,Број,Ж,65-69,Јабланица,203
2013,Број,Оба пола,65-69,Јајце,1071
2013,Број,M,65-69,Јајце,520
2013,Број,Ж,65-69,Јајце,551
2013,Број,Оба пола,65-69,Језеро,43
2013,Број,M,65-69,Језеро,22
2013,Број,Ж,65-69,Језеро,21
2013,Број,Оба пола,65-69,Какањ,1354
2013,Број,M,65-69,Какањ,622
2013,Број,Ж,65-69,Какањ,732
2013,Број,Оба пола,65-69,Калесија,1025
2013,Број,M,65-69,Калесија,466
2013,Број,Ж,65-69,Калесија,559
2013,Број,Оба пола,65-69,Калиновик,129
2013,Број,M,65-69,Калиновик,54
2013,Број,Ж,65-69,Калиновик,75
2013,Број,Оба пола,65-69,Кисељак,794
2013,Број,M,65-69,Кисељак,349
2013,Број,Ж,65-69,Кисељак,445
2013,Број,Оба пола,65-69,Кладањ,429
2013,Број,M,65-69,Кладањ,170
2013,Број,Ж,65-69,Кладањ,259
2013,Број,Оба пола,65-69,Кључ,536
2013,Број,M,65-69,Кључ,239
2013,Број,Ж,65-69,Кључ,297
2013,Број,Оба пола,65-69,Кнежево,571
2013,Број,M,65-69,Кнежево,263
2013,Број,Ж,65-69,Кнежево,308
2013,Број,Оба пола,65-69,Коњиц,1170
2013,Број,M,65-69,Коњиц,496
2013,Број,Ж,65-69,Коњиц,674
2013,Број,Оба пола,65-69,Костајница,248
2013,Број,M,65-69,Костајница,124
2013,Број,Ж,65-69,Костајница,124
2013,Број,Оба пола,65-69,Котор Варош,859
2013,Број,M,65-69,Котор Варош,362
2013,Број,Ж,65-69,Котор Варош,497
2013,Број,Оба пола,65-69,Козарска Дубица,919
2013,Број,M,65-69,Козарска Дубица,416
2013,Број,Ж,65-69,Козарска Дубица,503
2013,Број,Оба пола,65-69,Крешево,203
2013,Број,M,65-69,Крешево,85
2013,Број,Ж,65-69,Крешево,118
2013,Број,Оба пола,65-69,Крупа на Уни,90
2013,Број,M,65-69,Крупа на Уни,51
2013,Број,Ж,65-69,Крупа на Уни,39
2013,Број,Оба пола,65-69,Купрес-ФБиХ,155
2013,Број,M,65-69,Купрес-ФБиХ,74
2013,Број,Ж,65-69,Купрес-ФБиХ,81
2013,Број,Оба пола,65-69,Купрес-РС,28
2013,Број,M,65-69,Купрес-РС,13
2013,Број,Ж,65-69,Купрес-РС,15
2013,Број,Оба пола,65-69,Лакташи,1684
2013,Број,M,65-69,Лакташи,826
2013,Број,Ж,65-69,Лакташи,858
2013,Број,Оба пола,65-69,Ливно,1628
2013,Број,M,65-69,Ливно,800
2013,Број,Ж,65-69,Ливно,828
2013,Број,Оба пола,65-69,Лопаре,777
2013,Број,M,65-69,Лопаре,370
2013,Број,Ж,65-69,Лопаре,407
2013,Број,Оба пола,65-69,Лукавац,2022
2013,Број,M,65-69,Лукавац,882
2013,Број,Ж,65-69,Лукавац,1140
2013,Број,Оба пола,65-69,Љубиње,146
2013,Број,M,65-69,Љубиње,59
2013,Број,Ж,65-69,Љубиње,87
2013,Број,Оба пола,65-69,Љубушки,1089
2013,Број,M,65-69,Љубушки,523
2013,Број,Ж,65-69,Љубушки,566
2013,Број,Оба пола,65-69,Маглај,970
2013,Број,M,65-69,Маглај,450
2013,Број,Ж,65-69,Маглај,520
2013,Број,Оба пола,65-69,Милићи,384
2013,Број,M,65-69,Милићи,182
2013,Број,Ж,65-69,Милићи,202
2013,Број,Оба пола,65-69,Модрича,1479
2013,Број,M,65-69,Модрича,690
2013,Број,Ж,65-69,Модрича,789
2013,Број,Оба пола,65-69,Мостар,4386
2013,Број,M,65-69,Мостар,1877
2013,Број,Ж,65-69,Мостар,2509
2013,Број,Оба пола,65-69,Мркоњић Град,1010
2013,Број,M,65-69,Мркоњић Град,451
2013,Број,Ж,65-69,Мркоњић Град,559
2013,Број,Оба пола,65-69,Неум,155
2013,Број,M,65-69,Неум,73
2013,Број,Ж,65-69,Неум,82
2013,Број,Оба пола,65-69,Невесиње,622
2013,Број,M,65-69,Невесиње,246
2013,Број,Ж,65-69,Невесиње,376
2013,Број,Оба пола,65-69,Нови Град,1309
2013,Број,M,65-69,Нови Град,582
2013,Број,Ж,65-69,Нови Град,727
2013,Број,Оба пола,65-69,Сарајево-Нови Град,5096
2013,Број,M,65-69,Сарајево-Нови Град,2112
2013,Број,Ж,65-69,Сарајево-Нови Град,2984
2013,Број,Оба пола,65-69,Нови Травник,749
2013,Број,M,65-69,Нови Травник,301
2013,Број,Ж,65-69,Нови Травник,448
2013,Број,Оба пола,65-69,Ново Горажде,147
2013,Број,M,65-69,Ново Горажде,82
2013,Број,Ж,65-69,Ново Горажде,65
2013,Број,Оба пола,65-69,Сарајево-Ново Сарајево,2828
2013,Број,M,65-69,Сарајево-Ново Сарајево,1112
2013,Број,Ж,65-69,Сарајево-Ново Сарајево,1716
2013,Број,Оба пола,65-69,Оџак,891
2013,Број,M,65-69,Оџак,398
2013,Број,Ж,65-69,Оџак,493
2013,Број,Оба пола,65-69,Олово,416
2013,Број,M,65-69,Олово,203
2013,Број,Ж,65-69,Олово,213
2013,Број,Оба пола,65-69,Орашје,975
2013,Број,M,65-69,Орашје,452
2013,Број,Ж,65-69,Орашје,523
2013,Број,Оба пола,65-69,Осмаци,252
2013,Број,M,65-69,Осмаци,124
2013,Број,Ж,65-69,Осмаци,128
2013,Број,Оба пола,65-69,Оштра Лука,140
2013,Број,M,65-69,Оштра Лука,61
2013,Број,Ж,65-69,Оштра Лука,79
2013,Број,Оба пола,65-69,Пале-ФБиХ,48
2013,Број,M,65-69,Пале-ФБиХ,19
2013,Број,Ж,65-69,Пале-ФБиХ,29
2013,Број,Оба пола,65-69,Пале-РС,926
2013,Број,M,65-69,Пале-РС,395
2013,Број,Ж,65-69,Пале-РС,531
2013,Број,Оба пола,65-69,Пелагићево,374
2013,Број,M,65-69,Пелагићево,174
2013,Број,Ж,65-69,Пелагићево,200
2013,Број,Оба пола,65-69,Петровац,21
2013,Број,M,65-69,Петровац,9
2013,Број,Ж,65-69,Петровац,12
2013,Број,Оба пола,65-69,Петрово,365
2013,Број,M,65-69,Петрово,144
2013,Број,Ж,65-69,Петрово,221
2013,Број,Оба пола,65-69,Посушје,670
2013,Број,M,65-69,Посушје,348
2013,Број,Ж,65-69,Посушје,322
2013,Број,Оба пола,65-69,Приједор,4195
2013,Број,M,65-69,Приједор,1959
2013,Број,Ж,65-69,Приједор,2236
2013,Број,Оба пола,65-69,Прњавор,2129
2013,Број,M,65-69,Прњавор,961
2013,Број,Ж,65-69,Прњавор,1168
2013,Број,Оба пола,65-69,Прозор,485
2013,Број,M,65-69,Прозор,227
2013,Број,Ж,65-69,Прозор,258
2013,Број,Оба пола,65-69,Равно,134
2013,Број,M,65-69,Равно,66
2013,Број,Ж,65-69,Равно,68
2013,Број,Оба пола,65-69,Рибник,406
2013,Број,M,65-69,Рибник,183
2013,Број,Ж,65-69,Рибник,223
2013,Број,Оба пола,65-69,Рогатица,501
2013,Број,M,65-69,Рогатица,218
2013,Број,Ж,65-69,Рогатица,283
2013,Број,Оба пола,65-69,Рудо,487
2013,Број,M,65-69,Рудо,228
2013,Број,Ж,65-69,Рудо,259
2013,Број,Оба пола,65-69,Сански Мост,1546
2013,Број,M,65-69,Сански Мост,740
2013,Број,Ж,65-69,Сански Мост,806
2013,Број,Оба пола,65-69,Сапна,309
2013,Број,M,65-69,Сапна,142
2013,Број,Ж,65-69,Сапна,167
2013,Број,Оба пола,65-69,Соколац,581
2013,Број,M,65-69,Соколац,257
2013,Број,Ж,65-69,Соколац,324
2013,Број,Оба пола,65-69,Србац,1013
2013,Број,M,65-69,Србац,490
2013,Број,Ж,65-69,Србац,523
2013,Број,Оба пола,65-69,Сребреница,554
2013,Број,M,65-69,Сребреница,224
2013,Број,Ж,65-69,Сребреница,330
2013,Број,Оба пола,65-69,Сребреник,1636
2013,Број,M,65-69,Сребреник,736
2013,Број,Ж,65-69,Сребреник,900
2013,Број,Оба пола,65-69,Сарајево-Стари Град,1828
2013,Број,M,65-69,Сарајево-Стари Град,813
2013,Број,Ж,65-69,Сарајево-Стари Град,1015
2013,Број,Оба пола,65-69,Столац,517
2013,Број,M,65-69,Столац,251
2013,Број,Ж,65-69,Столац,266
2013,Број,Оба пола,65-69,Шамац,1058
2013,Број,M,65-69,Шамац,490
2013,Број,Ж,65-69,Шамац,568
2013,Број,Оба пола,65-69,Шековићи,402
2013,Број,M,65-69,Шековићи,189
2013,Број,Ж,65-69,Шековићи,213
2013,Број,Оба пола,65-69,Шипово,534
2013,Број,M,65-69,Шипово,241
2013,Број,Ж,65-69,Шипово,293
2013,Број,Оба пола,65-69,Широки Бријег,909
2013,Број,M,65-69,Широки Бријег,448
2013,Број,Ж,65-69,Широки Бријег,461
2013,Број,Оба пола,65-69,Теочак,264
2013,Број,M,65-69,Теочак,116
2013,Број,Ж,65-69,Теочак,148
2013,Број,Оба пола,65-69,Теслић,2102
2013,Број,M,65-69,Теслић,895
2013,Број,Ж,65-69,Теслић,1207
2013,Број,Оба пола,65-69,Тешањ,1528
2013,Број,M,65-69,Тешањ,717
2013,Број,Ж,65-69,Тешањ,811
2013,Број,Оба пола,65-69,Томиславград,1194
